🔓┃解锁,#genre#
邢台综合,http://pwd.unnas.top:4000/udp/239.253.93.8:6161
邢台城市生活,http://pwd.unnas.top:4000/udp/239.253.93.10:6163
邯郸新闻综合,http://pwd.unnas.top:4000/udp/239.253.93.11:6164
邯郸公共,http://pwd.unnas.top:4000/udp/239.253.93.12:6165
邯郸科技教育,http://pwd.unnas.top:4000/udp/239.253.93.13:6166
元氏电视,http://pwd.unnas.top:4000/udp/239.253.92.142:6040
高邑电视,http://pwd.unnas.top:4000/udp/239.253.92.160:6041
井陉电视,http://pwd.unnas.top:4000/udp/239.253.93.205:6383
井陉矿区电视,http://pwd.unnas.top:4000/udp/239.253.92.215:6067
赵县电视,http://pwd.unnas.top:4000/udp/239.253.93.140:6308
晋州电视,http://pwd.unnas.top:4000/udp/239.253.93.156:6324
平泉电视,http://pwd.unnas.top:4000/udp/239.253.92.156:6012
兴隆电视,http://pwd.unnas.top:4000/udp/239.253.93.104:6271
隆化电视,http://pwd.unnas.top:4000/udp/239.253.93.174:6342
承德新闻综合,http://pwd.unnas.top:4000/rtp/239.253.92.222:8112
承德公共,http://pwd.unnas.top:4000/rtp/239.253.92.223:8113
承德电视,http://pwd.unnas.top:4000/udp/239.253.94.28:6627
崇礼电视,http://pwd.unnas.top:4000/udp/239.253.93.147:6315
邱县电视,http://pwd.unnas.top:4000/udp/239.253.93.158:6326
康保电视,http://pwd.unnas.top:4000/udp/239.253.93.165:6333
遵化电视,http://pwd.unnas.top:4000/udp/239.253.93.177:6345
滦南电视,http://pwd.unnas.top:4000/udp/239.253.92.218:6100
玉田综合,http://pwd.unnas.top:4000/udp/239.253.92.118:6133
大厂电视,http://pwd.unnas.top:4000/udp/239.253.92.253:6244
文安电视,http://pwd.unnas.top:4000/udp/239.253.93.111:6278
三河综合,http://pwd.unnas.top:4000/udp/239.253.93.143:6311
永清电视,http://pwd.unnas.top:4000/udp/239.253.93.172:6340
成安综合,http://pwd.unnas.top:4000/udp/239.253.93.178:6346
魏县综合,http://pwd.unnas.top:4000/udp/239.253.93.185:6353
黄骅综合,http://pwd.unnas.top:4000/udp/239.253.92.183:6047
吴桥综合,http://pwd.unnas.top:4000/udp/239.253.93.169:6337
丰宁综合,http://pwd.unnas.top:4000/udp/239.253.93.210:6388
阜平综合,http://pwd.unnas.top:4000/udp/239.253.93.16:6169
涞水-1,http://pwd.unnas.top:4000/rtp/239.253.93.17:6170
涞源综合,http://pwd.unnas.top:4000/udp/239.253.93.22:6175
高碑店综合,http://pwd.unnas.top:4000/udp/239.253.93.23:6176
涿州综合,http://pwd.unnas.top:4000/udp/239.253.93.27:6180
唐县综合,http://pwd.unnas.top:4000/udp/239.253.93.30:6183
定州综合,http://pwd.unnas.top:4000/udp/239.253.93.95:6260
容城综合,http://pwd.unnas.top:4000/udp/239.253.93.110:6277
临城新闻,http://pwd.unnas.top:4000/udp/239.253.93.167:6335
柏乡综合,http://pwd.unnas.top:4000/udp/239.253.93.171:6339
徐水综合,http://pwd.unnas.top:4000/udp/239.253.93.182:6350
临西综合,http://pwd.unnas.top:4000/udp/239.253.94.29:6628
安平电视,http://pwd.unnas.top:4000/rtp/239.253.93.36:6189
景县综合,http://pwd.unnas.top:4000/udp/239.253.93.38:6191
深州综合,http://pwd.unnas.top:4000/udp/239.253.93.42:6195
故城综合,http://pwd.unnas.top:4000/udp/239.253.93.161:6329
清河综合,http://pwd.unnas.top:4000/udp/239.253.93.44:6197
武安综合,http://pwd.unnas.top:4000/udp/239.253.93.62:6215
涉县综合,http://pwd.unnas.top:4000/udp/239.253.93.106:6273

鹿泉一套,https://jwcdnqx.hebyun.com.cn/live/luquanyi/1500k/tzwj_video.m3u8?zhebd
邯郸新闻综合,http://live.hd.hdbs.cn/video/s10001-2021hdxwzh/index.m3u8
邯郸科技教育,http://live.hd.hdbs.cn/video/s10001-2021hdkjjy/index.m3u8?zhebd

石家庄新闻综合,http://pluslive1.sjzntv.cn/xmzh/playlist.m3u8
石家庄娱乐,http://pluslive1.sjzntv.cn/yule/playlist.m3u8
石家庄生活,http://pluslive1.sjzntv.cn/shenghuo/playlist.m3u8
石家庄都市,http://pluslive1.sjzntv.cn/dushi/playlist.m3u8
石家庄新闻,http://pluslive1.sjzntv.cn/xmzh/playlist.m3u8
石家庄娱乐,http://pluslive1.sjzntv.cn/yule/HD2/live.m3u8
石家庄娱乐,http://pluslive1.sjzntv.cn/yule/playlist.m3u8
石家庄生活,http://pluslive1.sjzntv.cn/shenghuo/playlist.m3u8
石家庄生活,http://pluslive1.sjzntv.cn/shenghuo/playlist.m3u8
石家庄都市,http://pluslive1.sjzntv.cn/dushi/playlist.m3u8

天津地方台,#genre#
天津卫视,http://blc.zmychn.cn:4000/udp/225.1.1.111:5002
天津新闻,http://blc.zmychn.cn:4000/udp/225.1.1.130:5002
天津文艺,http://blc.zmychn.cn:4000/udp/225.1.1.131:5002
天津影视,http://blc.zmychn.cn:4000/udp/225.1.1.149:5002
天津都市,http://blc.zmychn.cn:4000/udp/225.1.1.128:5002
天津体育,http://blc.zmychn.cn:4000/udp/225.1.1.122:5002
天津科教,http://blc.zmychn.cn:4000/udp/225.1.1.129:5002
天津IPTV,http://blc.zmychn.cn:4000/udp/225.1.2.123:5002
蓟州,http://blc.zmychn.cn:4000/udp/225.1.1.82:5002
大港油田,http://blc.zmychn.cn:4000/udp/225.1.2.14:5002

天津卫视,http://acc.tohsaka.cn:9999/udp/225.1.1.111:5002
天津新闻,http://acc.tohsaka.cn:9999/udp/225.1.1.130:5002
天津文艺,http://acc.tohsaka.cn:9999/udp/225.1.1.131:5002
天津影视,http://acc.tohsaka.cn:9999/udp/225.1.1.149:5002
天津都市,http://acc.tohsaka.cn:9999/udp/225.1.1.128:5002
天津体育,http://acc.tohsaka.cn:9999/udp/225.1.1.122:5002
天津科教,http://acc.tohsaka.cn:9999/udp/225.1.1.129:5002
天津IPTV,http://acc.tohsaka.cn:9999/udp/225.1.2.123:5002
蓟州,http://acc.tohsaka.cn:9999/udp/225.1.1.82:5002
大港油田,http://acc.tohsaka.cn:9999/udp/225.1.2.14:5002

天津新闻,http://111.162.224.52:9999/rtp/225.1.1.130:5002
天津文艺,http://111.162.224.52:9999/rtp/225.1.1.131:5002
天津影视,http://111.162.224.52:9999/rtp/225.1.1.149:5002
天津都市,http://111.162.224.52:9999/rtp/225.1.1.128:5002
天津科教,http://111.162.224.52:9999/rtp/225.1.1.129:5002
天津体育,http://111.162.224.52:9999/rtp/225.1.1.122:5002
天津少儿,http://111.162.224.52:9999/rtp/225.1.1.125:5002
IPTV,http://111.162.224.52:9999/rtp/225.1.2.53:5002
大港油田,http://111.162.224.52:9999/rtp/225.1.2.14:5002
蓟州,http://111.162.224.52:9999/rtp/225.1.1.82:5002

天津卫视,http://ddns.tohsaka.cn:9999/udp/225.1.1.111:5002
天津新闻,http://ddns.tohsaka.cn:9999/udp/225.1.1.130:5002
天津文艺,http://ddns.tohsaka.cn:9999/udp/225.1.1.131:5002
天津影视,http://ddns.tohsaka.cn:9999/udp/225.1.1.149:5002
天津都市,http://ddns.tohsaka.cn:9999/udp/225.1.1.128:5002
天津体育,http://ddns.tohsaka.cn:9999/udp/225.1.1.122:5002
天津科教,http://ddns.tohsaka.cn:9999/udp/225.1.1.129:5002
天津IPTV,http://ddns.tohsaka.cn:9999/udp/225.1.2.123:5002
蓟州,http://ddns.tohsaka.cn:9999/udp/225.1.1.82:5002
大港油田,http://ddns.tohsaka.cn:9999/udp/225.1.2.14:5002

天津新闻,http://111.162.207.30:8686/rtp/225.1.1.130:5002
天津文艺,http://111.162.207.30:8686/rtp/225.1.1.131:5002
天津影视,http://111.162.207.30:8686/rtp/225.1.1.149:5002
天津都市,http://111.162.207.30:8686/rtp/225.1.1.128:5002
天津科教,http://111.162.207.30:8686/rtp/225.1.1.129:5002
天津体育,http://111.162.207.30:8686/rtp/225.1.1.122:5002
天津少儿,http://111.162.207.30:8686/rtp/225.1.1.125:5002
IPTV,http://111.162.207.30:8686/rtp/225.1.2.53:5002
大港油田,http://111.162.207.30:8686/rtp/225.1.2.14:5002
蓟州,http://111.162.207.30:8686/rtp/225.1.1.82:5002

滨海1,http://traffic.jbh.tjbh.com/live/bhtv1/playlist.m3u8?ztianjd
滨海2,http://traffic.jbh.tjbh.com/live/bhtv2/playlist.m3u8?ztianjd

四川地方台,#genre#
四川文化旅游,http://112.45.192.49:9999/rtp/239.11.0.3:5140
四川乡村,http://112.45.192.49:9999/rtp/239.11.0.4:5140
四川经济,http://112.45.192.49:9999/rtp/239.11.0.2:5140
四川新闻,http://112.45.192.49:9999/rtp/239.11.0.5:5140
四川影视文艺,http://112.45.192.49:9999/rtp/239.11.0.77:5140
四川妇女儿童,http://112.45.192.49:9999/rtp/239.11.0.8:5140
四川科教,http://112.45.192.49:9999/rtp/239.11.0.194:5140
康巴卫视,http://112.45.192.49:9999/rtp/239.11.0.10:5140
峨眉电影,http://112.45.192.49:9999/rtp/239.11.0.11:5140
看电影,http://112.45.192.49:9999/udp/239.10.0.191:5140
成都综合,http://112.45.192.49:9999/udp/239.10.0.11:5140
成都经济,http://112.45.192.49:9999/udp/239.10.0.12:5140
成都生活,http://112.45.192.49:9999/udp/239.10.0.13:5140
成都影视,http://112.45.192.49:9999/udp/239.10.0.14:5140
成都公共,http://112.45.192.49:9999/udp/239.10.0.15:5140
成都少儿,http://112.45.192.49:9999/udp/239.10.0.16:5140
阿坝汉语,http://112.45.192.49:9999/rtp/239.10.0.50:5140
阿坝藏语,http://112.45.192.49:9999/rtp/239.10.0.51:5140
巴中综合,http://112.45.192.49:9999/rtp/239.10.0.52:5140
巴中公共,http://112.45.192.49:9999/rtp/239.10.0.53:5140
德阳新闻,http://112.45.192.49:9999/rtp/239.10.0.56:5140
德阳公共,http://112.45.192.49:9999/rtp/239.10.0.57:5140
广安新闻,http://112.45.192.49:9999/rtp/239.10.0.58:5140
广安公共,http://112.45.192.49:9999/rtp/239.10.0.59:5140
广元综合,http://112.45.192.49:9999/rtp/239.10.0.60:5140
广元公共,http://112.45.192.49:9999/rtp/239.10.0.61:5140
乐山新闻,http://112.45.192.49:9999/rtp/239.10.0.62:5140
乐山公共,http://112.45.192.49:9999/rtp/239.10.0.63:5140
凉山新闻,http://112.45.192.49:9999/rtp/239.10.0.64:5140
凉山彝语,http://112.45.192.49:9999/rtp/239.10.0.65:5140
眉山综合,http://112.45.192.49:9999/rtp/239.10.0.66:5140
眉山公共,http://112.45.192.49:9999/rtp/239.10.0.67:5140
甘孜新闻,http://112.45.192.49:9999/udp/239.10.0.32:5140
成铁电视,http://112.45.192.49:9999/udp/239.11.0.191:5140
达州公共,http://112.45.192.49:9999/udp/239.10.0.55:5140
达州新闻,http://112.45.192.49:9999/udp/239.10.0.54:5140
绵阳科技,http://112.45.192.49:9999/udp/239.10.0.98:5140
绵阳新闻,http://112.45.192.49:9999/udp/239.10.0.96:5140
稻城,http://112.45.192.49:9999/udp/239.10.0.29:5140
德阳1,http://112.45.192.49:9999/udp/239.10.0.56:5140
德阳2,http://112.45.192.49:9999/udp/239.10.0.57:5140
泸州科教,http://112.45.192.49:9999/udp/239.10.0.48:5140
泸州新闻,http://112.45.192.49:9999/udp/239.10.0.46:5140
南充综合,http://112.45.192.49:9999/rtp/239.10.0.68:5140
南充公共,http://112.45.192.49:9999/rtp/239.10.0.69:5140
南充科教,http://112.45.192.49:9999/rtp/239.10.0.70:5140
内江综合,http://112.45.192.49:9999/rtp/239.10.0.71:5140
内江公共,http://112.45.192.49:9999/rtp/239.10.0.72:5140
内江科教,http://112.45.192.49:9999/rtp/239.10.0.73:5140
遂宁综合,http://112.45.192.49:9999/rtp/239.10.0.76:5140
遂宁公共,http://112.45.192.49:9999/rtp/239.10.0.77:5140
宜宾新闻,http://112.45.192.49:9999/rtp/239.10.0.80:5140
宜宾公共,http://112.45.192.49:9999/rtp/239.10.0.81:5140
攀枝花公共,http://112.45.192.49:9999/udp/239.10.0.75:5140
攀枝花新闻综合,http://112.45.192.49:9999/udp/239.10.0.74:5140
雅安公共,http://112.45.192.49:9999/udp/239.10.0.79:5140
雅安新闻,http://112.45.192.49:9999/udp/239.10.0.78:5140
资阳新闻,http://112.45.192.49:9999/rtp/239.10.0.82:5140
自贡综合频道,http://112.45.192.49:9999/rtp/239.10.0.83:5140
自贡公共频道,http://112.45.192.49:9999/rtp/239.10.0.84:5140
自贡公共频道,http://112.45.192.49:9999/rtp/239.10.0.112:5140
绵阳新闻综合,http://112.45.192.49:9999/rtp/239.10.0.96:5140
绵阳公共,http://112.45.192.49:9999/rtp/239.10.0.97:5140
绵阳科教,http://112.45.192.49:9999/rtp/239.10.0.98:5140
天府TV经典再现,http://112.45.192.49:9999/rtp/239.10.0.130:5140
天府TV军旅谍战,http://112.45.192.49:9999/rtp/239.10.0.131:5140
天府TV教育综合,http://112.45.192.49:9999/rtp/239.10.0.136:5140
天府TV辣妈学院,http://112.45.192.49:9999/rtp/239.10.0.137:5140
天府TV风尚美食,http://112.45.192.49:9999/rtp/239.10.0.138:5140
天府TV健康生活,http://112.45.192.49:9999/rtp/239.10.0.139:5140
天府TV魔力荟萃,http://112.45.192.49:9999/rtp/239.10.0.140:5140
天府TV时尚天地,http://112.45.192.49:9999/rtp/239.10.0.141:5140
天府TV星动娱乐,http://112.45.192.49:9999/rtp/239.10.0.142:5140
天府TV时尚生活,http://112.45.192.49:9999/rtp/239.10.0.144:5140
天府TV魔力TV,http://112.45.192.49:9999/rtp/239.10.0.145:5140
天府TV积木宝贝,http://112.45.192.49:9999/rtp/239.10.0.157:5140
天府TV启蒙乐园,http://112.45.192.49:9999/rtp/239.10.0.158:5140
天府TV人文记录,http://112.45.192.49:9999/rtp/239.10.0.166:5140
天府TV电竞世界,http://112.45.192.49:9999/rtp/239.10.0.167:5140
天府TV影院,http://112.45.192.49:9999/rtp/239.10.0.188:5140
天府TV综合,http://112.45.192.49:9999/rtp/239.10.0.189:5140
天府TV财经频道,http://112.45.192.49:9999/rtp/239.10.0.194:5140
天府TV乐趣综合,http://112.45.192.49:9999/rtp/239.10.0.195:5140
红色经典,http://112.45.192.49:9999/rtp/239.10.0.201:5140
情感热播,http://112.45.192.49:9999/rtp/239.10.0.202:5140
风云剧场,http://112.45.192.49:9999/rtp/239.10.0.203:5140
我看剧场,http://112.45.192.49:9999/rtp/239.10.0.204:5140
峥嵘岁月,http://112.45.192.49:9999/rtp/239.10.0.205:5140
青春在线,http://112.45.192.49:9999/rtp/239.10.0.206:5140
历史再现,http://112.45.192.49:9999/rtp/239.10.0.207:5140
宏伟巨献,http://112.45.192.49:9999/rtp/239.10.0.208:5140
阳光日记,http://112.45.192.49:9999/rtp/239.10.0.209:5140
童童乐园,http://112.45.192.49:9999/rtp/239.10.0.210:5140
儿歌天地,http://112.45.192.49:9999/rtp/239.10.0.211:5140
国学课堂,http://112.45.192.49:9999/rtp/239.10.0.212:5140
嘻哈动漫,http://112.45.192.49:9999/rtp/239.10.0.213:5140
酷乐卡通,http://112.45.192.49:9999/rtp/239.10.0.214:5140
快乐假期,http://112.45.192.49:9999/rtp/239.10.0.215:5140
奇趣动漫,http://112.45.192.49:9999/rtp/239.10.0.216:5140
欢乐启蒙,http://112.45.192.49:9999/rtp/239.10.0.217:5140
玩具乐园,http://112.45.192.49:9999/rtp/239.10.0.218:5140
趣乐探险,http://112.45.192.49:9999/rtp/239.10.0.219:5140
求索记录,http://112.45.192.49:9999/rtp/239.10.0.221:5140

四川经济,http://www.xcarchain.com:8888/rtp/239.93.1.101:5140
四川文化旅游,http://www.xcarchain.com:8888/rtp/239.93.1.102:5140
四川新闻,http://www.xcarchain.com:8888/rtp/239.93.0.47:5140
四川影视文艺,http://www.xcarchain.com:8888/rtp/239.93.0.166:5140
四川乡村,http://www.xcarchain.com:8888/rtp/239.93.0.52:5140
四川妇女儿童,http://www.xcarchain.com:8888/rtp/239.93.0.219:5140
四川科教,http://www.xcarchain.com:8888/rtp/239.93.42.44:5140
四川乡村,http://www.xcarchain.com:8888/rtp/239.93.0.52:5140
峨眉电影,http://www.xcarchain.com:8888/rtp/239.93.0.252:5140
成都综合,http://www.xcarchain.com:8888/rtp/239.93.0.16:5140
成都经济,http://www.xcarchain.com:8888/rtp/239.93.0.17:1239
成都生活,http://www.xcarchain.com:8888/rtp/239.93.0.18:1238
成都影视,http://www.xcarchain.com:8888/rtp/239.93.0.19:1250
成都公共,http://www.xcarchain.com:8888/rtp/239.93.1.231:5140
成都少儿,http://www.xcarchain.com:8888/rtp/239.93.0.21:1251
收视导视,http://www.xcarchain.com:8888/rtp/239.93.1.39:5140
康巴卫视,http://www.xcarchain.com:8888/rtp/239.93.0.41:5140
熊猫影院,http://www.xcarchain.com:8888/rtp/239.93.0.214:5140
熊猫少儿,http://www.xcarchain.com:8888/rtp/239.93.1.189:5140
熊猫体娱,http://www.xcarchain.com:8888/rtp/239.93.0.94:5140
熊猫爱生活,http://www.xcarchain.com:8888/rtp/239.93.1.190:5140
大爱四川,http://www.xcarchain.com:8888/rtp/239.93.1.110:5140
大爱旅游,http://www.xcarchain.com:8888/rtp/239.93.42.70:5140
大爱生活,http://www.xcarchain.com:8888/rtp/239.93.42.71:5140
大爱时尚,http://www.xcarchain.com:8888/rtp/239.93.42.72:5140
中国交通,http://www.xcarchain.com:8888/rtp/239.93.42.62:5140
大爱旅游,http://www.xcarchain.com:8888/rtp/239.93.1.234:5140
大爱生活,http://www.xcarchain.com:8888/rtp/239.93.1.235:5140
大爱时尚,http://www.xcarchain.com:8888/rtp/239.93.1.157:4120
爱生活,http://www.xcarchain.com:8888/rtp/239.93.0.206:8028
家政频道,http://www.xcarchain.com:8888/rtp/239.93.42.48:5140
宝宝动画,http://www.xcarchain.com:8888/rtp/239.93.0.147:5140
热门综艺,http://www.xcarchain.com:8888/rtp/239.93.0.151:5140

四川经济,http://nas.jumping.wang:5555/rtp/239.93.1.101:5140
四川文化旅游,http://nas.jumping.wang:5555/rtp/239.93.1.102:5140
四川新闻,http://nas.jumping.wang:5555/rtp/239.93.0.47:5140
四川影视文艺,http://nas.jumping.wang:5555/rtp/239.93.0.166:5140
四川乡村,http://nas.jumping.wang:5555/rtp/239.93.0.52:5140
四川妇女儿童,http://nas.jumping.wang:5555/rtp/239.93.0.219:5140
四川科教,http://nas.jumping.wang:5555/rtp/239.93.42.44:5140
四川乡村,http://nas.jumping.wang:5555/rtp/239.93.0.52:5140
峨眉电影,http://nas.jumping.wang:5555/rtp/239.93.0.252:5140
成都综合,http://nas.jumping.wang:5555/rtp/239.93.0.16:5140
成都经济,http://nas.jumping.wang:5555/rtp/239.93.0.17:1239
成都生活,http://nas.jumping.wang:5555/rtp/239.93.0.18:1238
成都影视,http://nas.jumping.wang:5555/rtp/239.93.0.19:1250
成都公共,http://nas.jumping.wang:5555/rtp/239.93.1.231:5140
成都少儿,http://nas.jumping.wang:5555/rtp/239.93.0.21:1251
收视导视,http://nas.jumping.wang:5555/rtp/239.93.1.39:5140
康巴卫视,http://nas.jumping.wang:5555/rtp/239.93.0.41:5140
熊猫影院,http://nas.jumping.wang:5555/rtp/239.93.0.214:5140
熊猫少儿,http://nas.jumping.wang:5555/rtp/239.93.1.189:5140
熊猫体娱,http://nas.jumping.wang:5555/rtp/239.93.0.94:5140
熊猫爱生活,http://nas.jumping.wang:5555/rtp/239.93.1.190:5140
大爱四川,http://nas.jumping.wang:5555/rtp/239.93.1.110:5140
大爱旅游,http://nas.jumping.wang:5555/rtp/239.93.42.70:5140
大爱生活,http://nas.jumping.wang:5555/rtp/239.93.42.71:5140
大爱时尚,http://nas.jumping.wang:5555/rtp/239.93.42.72:5140
中国交通,http://nas.jumping.wang:5555/rtp/239.93.42.62:5140
大爱旅游,http://nas.jumping.wang:5555/rtp/239.93.1.234:5140
大爱生活,http://nas.jumping.wang:5555/rtp/239.93.1.235:5140
大爱时尚,http://nas.jumping.wang:5555/rtp/239.93.1.157:4120
爱生活,http://nas.jumping.wang:5555/rtp/239.93.0.206:8028
家政频道,http://nas.jumping.wang:5555/rtp/239.93.42.48:5140
宝宝动画,http://nas.jumping.wang:5555/rtp/239.93.0.147:5140
热门综艺,http://nas.jumping.wang:5555/rtp/239.93.0.151:5140

达州新闻综合,http://tv.drs.dzxw.net/channellive/xwzhpd-dz1.flv
达州文化生活,http://tv.drs.dzxw.net/channellive/ggpd-dz2.flv
达州通川频道,http://tv.drs.dzxw.net/channellive/tcpd-dz3.flv
大竹新闻综合,https://lmt.dazhutv.com/live1/live1.m3u8

四川新闻http://live.goodiptv.club/api/sxg.php?id=SCTV-4H265_4000&Cf.m3u8
四川影视文艺http://live.goodiptv.club/api/sxg.php?id=SCTV-5-scysH265_4000
四川文化旅游http://live.goodiptv.club/api/sxg.php?id=SCTV-2-H265_4000
四川经济http://live.goodiptv.club/api/sxg.php?id=SCTV-3-H265_4000
四川乡村http://live.goodiptv.club/api/sxg.php?id=SCTV-kjSCTV-9-_4000
四川妇女儿童http://live.goodiptv.club/api/sxg.php?id=SCTV-7-_4000
峨眉电影http://live.goodiptv.club/api/sxg.php?id=emdygqH265_4000
峨眉综合http://live.goodiptv.club/api/sxg.php?id=emsxw_2000
乐山新闻综合http://live.goodiptv.club/api/sxg.php?id=lsxwzh_4000
乐山公共http://live.goodiptv.club/api/sxg.php?id=lsggpd_4000
广元综合http://live.goodiptv.club/api/sxg.php?id=gyzhH265_4000
广元公共http://live.goodiptv.club/api/sxg.php?id=gyggH265_4000
安居综合http://live.goodiptv.club/api/sxg.php?id=ajxw_2000
巴州http://live.goodiptv.club/api/sxg.php?id=bzxw_4000
宝兴新闻http://live.goodiptv.club/api/sxg.php?id=bxdst_2000
巴中文旅http://live.goodiptv.club/api/sxg.php?id=bzetH264
巴中综合http://live.goodiptv.club/api/sxg.php?id=bzytH265
内江公共http://live.goodiptv.club/api/sxg.php?id=njgg_4000
内江综合http://live.goodiptv.club/api/sxg.php?id=njzh_4000
北川综合http://live.goodiptv.club/api/sxg.php?id=bcxwHD
朝天新闻http://live.goodiptv.club/api/sxg.php?id=ctxwzh_2000
成都都市http://live.goodiptv.club/api/sxg.php?id=CDTV-3_4000
成都高新区http://live.goodiptv.club/api/sxg.php?id=cdgxdstgq_2000
成都公共http://live.goodiptv.club/api/sxg.php?id=CDTV-5_4000
成都经济http://live.goodiptv.club/api/sxg.php?id=CDTV-2_4000
成都新闻http://live.goodiptv.club/api/sxg.php?id=CDTV-1_4000
成都影视http://live.goodiptv.club/api/sxg.php?id=CDTV-4_4000
崇州一套http://live.goodiptv.club/api/sxg.php?id=czyt_4000
船山综合http://live.goodiptv.club/api/sxg.php?id=csxw_2000
达川新闻http://live.goodiptv.club/api/sxg.php?id=dcxwzh_2000
达州公共http://live.goodiptv.club/api/sxg.php?id=dzgg_2000
达州新闻http://live.goodiptv.club/api/sxg.php?id=dzxwzh_2000
大邑http://live.goodiptv.club/api/sxg.php?id=dyytH265_4000
德昌http://live.goodiptv.club/api/sxg.php?id=dcxw
高县综合http://live.goodiptv.club/api/sxg.php?id=gxt_2000
青神综合http://live.goodiptv.club/api/sxg.php?id=qszh_2000
青白江综合http://live.goodiptv.club/api/sxg.php?id=qbjxwzh_2000
青川新闻综合http://live.goodiptv.club/api/sxg.php?id=qcxwzhH265_4000
绵阳新闻综合http://live.goodiptv.club/api/sxg.php?id=myytH265_4000
绵阳公共http://live.goodiptv.club/api/sxg.php?id=myetH265_4000
雅安新闻综合http://live.goodiptv.club/api/sxg.php?id=yazh_2000
金堂电视台http://live.goodiptv.club/api/sxg.php?id=jtzhpd_2000
郫县新闻综合http://live.goodiptv.club/api/sxg.php?id=pxds1_2000
通江新闻综合http://live.goodiptv.club/api/sxg.php?id=tjxwH265_4000
通川区电视台http://live.goodiptv.club/api/sxg.php?id=tcq_2000
涪城综合http://live.goodiptv.club/api/sxg.php?id=fcgq
资阳新闻综合http://live.goodiptv.club/api/sxg.php?id=zyxwzh_2000
西充新闻综合http://live.goodiptv.club/api/sxg.php?id=xczh_2000
蓬溪新闻综合http://live.goodiptv.club/api/sxg.php?id=pxxw_2000
浦江综合http://live.goodiptv.club/api/sxg.php?id=pjxw_4000
营山综合http://live.goodiptv.club/api/sxg.php?id=ysxw_2000
荣县综合http://live.goodiptv.club/api/sxg.php?id=rxzh_2000
船山综合http://live.goodiptv.club/api/sxg.php?id=csxw_2000
自贡综合http://live.goodiptv.club/api/sxg.php?id=zgxw_4000
自贡公共http://live.goodiptv.club/api/sxg.php?id=zggg_4000
米易综合http://live.goodiptv.club/api/sxg.php?id=myxwzh_2000
盐边电视台http://live.goodiptv.club/api/sxg.php?id=ybtgq_2000
甘孜新闻综合http://live.goodiptv.club/api/sxg.php?id=gzxwzh_2000
珙县新闻综合http://live.goodiptv.club/api/sxg.php?id=gxzh_2000
渠县新闻综合http://live.goodiptv.club/api/sxg.php?id=qxxwzh_2000
洪雅新闻综合http://live.goodiptv.club/api/sxg.php?id=hyzh_2000
沙湾融媒http://live.goodiptv.club/api/sxg.php?id=swxwzh_2000
沐川综合http://live.goodiptv.club/api/sxg.php?id=mcxw_2000
普格新闻综合http://live.goodiptv.club/api/sxg.php?id=pgxwzh_2000
昭化综合http://live.goodiptv.club/api/sxg.php?id=zhxwzh_2000
剑阁综合http://live.goodiptv.club/api/sxg.php?id=jgxwzhH265_4000
旺苍新闻综合http://live.goodiptv.club/api/sxg.php?id=wcxwzhH265_4000
朝天新闻综合http://live.goodiptv.club/api/sxg.php?id=ctxwzh_2000
荥经电视台http://live.goodiptv.club/api/sxg.php?id=xjdst_2000
攀钢新闻综合http://live.goodiptv.club/api/sxg.php?id=pgxwzh_2000
攀枝花新闻综合http://live.goodiptv.club/api/sxg.php?id=pzhytH265_4000
恩阳新闻http://live.goodiptv.club/api/sxg.php?id=eyxw_2000
彭州综合http://live.goodiptv.club/api/sxg.php?id=pzxwzh_2000
彭山综合http://live.goodiptv.club/api/sxg.php?id=pszh_2000
新津电视台http://live.goodiptv.club/api/sxg.php?id=xjzh_4000
岳池http://live.goodiptv.club/api/sxg.php?id=ycxw_2000
什邡县电视台http://live.goodiptv.club/api/sxg.php?id=sfx_2000
新都综合http://live.goodiptv.club/api/sxg.php?id=xdzhpd_2000
平昌新闻综合http://live.goodiptv.club/api/sxg.php?id=pcxw_2000
南江电视台http://live.goodiptv.club/api/sxg.php?id=njxw_2000
南充综合http://live.goodiptv.club/api/sxg.php?id=ncxwzh_2000
船山综合http://live.goodiptv.club/api/sxg.php?id=csxw_2000
夹江新闻综合http://live.goodiptv.club/api/sxg.php?id=jjxw_2000
遂宁的大英 http://live.goodiptv.club/api/sxg.php?id=dyxwzhH265_4000
南溪综合http://live.goodiptv.club/api/sxg.php?id=nxt_2000
金口河综合http://live.goodiptv.club/api/sxg.php?id=jkhdst_2000
五通桥综合http://live.goodiptv.club/api/sxg.php?id=wtqxwzh_2000
天泉新闻综合http://live.goodiptv.club/api/sxg.php?id=tqzh_2000
开江新闻http://live.goodiptv.club/api/sxg.php?id=kjxwzh_2000
凉山新闻综合https://live.v1.mk/api/sxg.php?id=lsxwHDH265_4000

内江公共,http://njzb.scnj.tv:90/live/gggy_gggy800.m3u8?zsicd
内江科教,http://njzb.scnj.tv:90/live/kjpd_kjpd800.m3u8?zsicd
内江综合,http://njzb.scnj.tv:90/live/xwzh_xwzh800.m3u8?zsicd
眉山公共,http://live2.scmstv.cn/ggpd/sd/live.m3u8?zsicd
眉山综合,http://live1.scmstv.cn/gqpd/sd/live.m3u8?zsicd
攀枝花公共,http://zb.pzhgd.com:9095/live/ggpd.m3u8?zsicd
攀枝花新闻综合,http://zb.pzhgd.com:9095/live/xwzh.m3u8?zsicd
